sex,age,nuts,year,population,is_provisional
F,Y10-14,AL011,2021,3604.0,False
F,Y10-14,AL012,2021,7573.0,False
F,Y10-14,AL013,2021,2335.0,False
F,Y10-14,AL014,2021,3555.0,False
F,Y10-14,AL015,2021,6157.0,False
F,Y10-14,AL021,2021,7976.0,False
F,Y10-14,AL022,2021,22741.0,False
F,Y10-14,AL031,2021,3480.0,False
F,Y10-14,AL032,2021,8607.0,False
F,Y10-14,AL033,2021,1612.0,False
F,Y10-14,AL034,2021,6323.0,False
F,Y10-14,AL035,2021,5103.0,False
F,Y10-14,AT111,2021,834.0,False
F,Y10-14,AT112,2021,3678.0,False
F,Y10-14,AT113,2021,2144.0,False
F,Y10-14,AT121,2021,6220.0,False
F,Y10-14,AT122,2021,6172.0,False
F,Y10-14,AT123,2021,3818.0,False
F,Y10-14,AT124,2021,4724.0,False
F,Y10-14,AT125,2021,2694.0,False
F,Y10-14,AT126,2021,8336.0,False
F,Y10-14,AT127,2021,8390.0,False
F,Y10-14,AT130,2021,42849.0,False
F,Y10-14,AT211,2021,6432.0,False
F,Y10-14,AT212,2021,2686.0,False
F,Y10-14,AT213,2021,3449.0,False
F,Y10-14,AT221,2021,9701.0,False
F,Y10-14,AT222,2021,1758.0,False
F,Y10-14,AT223,2021,3079.0,False
F,Y10-14,AT224,2021,6049.0,False
F,Y10-14,AT225,2021,4385.0,False
F,Y10-14,AT226,2021,2158.0,False
F,Y10-14,AT311,2021,6837.0,False
F,Y10-14,AT312,2021,14211.0,False
F,Y10-14,AT313,2021,5494.0,False
F,Y10-14,AT314,2021,3834.0,False
F,Y10-14,AT315,2021,5636.0,False
F,Y10-14,AT321,2021,478.0,False
F,Y10-14,AT322,2021,3969.0,False
F,Y10-14,AT323,2021,8573.0,False
F,Y10-14,AT331,2021,759.0,False
F,Y10-14,AT332,2021,6771.0,False
F,Y10-14,AT333,2021,1195.0,False
F,Y10-14,AT334,2021,2630.0,False
F,Y10-14,AT335,2021,6110.0,False
F,Y10-14,AT341,2021,2378.0,False
F,Y10-14,AT342,2021,7796.0,False
F,Y10-14,BE100,2021,36927.0,False
F,Y10-14,BE211,2021,30983.0,False
F,Y10-14,BE212,2021,9861.0,False
F,Y10-14,BE213,2021,12630.0,False
F,Y10-14,BE223,2021,5453.0,False
F,Y10-14,BE224,2021,11410.0,False
F,Y10-14,BE225,2021,6884.0,False
F,Y10-14,BE231,2021,8446.0,False
F,Y10-14,BE232,2021,5716.0,False
F,Y10-14,BE233,2021,2326.0,False
F,Y10-14,BE234,2021,15261.0,False
F,Y10-14,BE235,2021,3689.0,False
F,Y10-14,BE236,2021,7833.0,False
F,Y10-14,BE241,2021,20436.0,False
F,Y10-14,BE242,2021,14139.0,False
F,Y10-14,BE251,2021,6790.0,False
F,Y10-14,BE252,2021,1409.0,False
F,Y10-14,BE253,2021,2976.0,False
F,Y10-14,BE254,2021,8029.0,False
F,Y10-14,BE255,2021,3695.0,False
F,Y10-14,BE256,2021,4396.0,False
F,Y10-14,BE257,2021,2541.0,False
F,Y10-14,BE258,2021,1174.0,False
F,Y10-14,BE310,2021,12304.0,False
F,Y10-14,BE323,2021,7653.0,False
F,Y10-14,BE328,2021,6621.0,False
F,Y10-14,BE329,2021,4208.0,False
F,Y10-14,BE32A,2021,3811.0,False
F,Y10-14,BE32B,2021,11985.0,False
F,Y10-14,BE32C,2021,3243.0,False
F,Y10-14,BE32D,2021,2749.0,False
F,Y10-14,BE331,2021,3416.0,False
F,Y10-14,BE332,2021,18026.0,False
F,Y10-14,BE334,2021,2558.0,False
F,Y10-14,BE335,2021,6424.0,False
F,Y10-14,BE336,2021,2108.0,False
F,Y10-14,BE341,2021,2002.0,False
F,Y10-14,BE342,2021,1572.0,False
F,Y10-14,BE343,2021,1542.0,False
F,Y10-14,BE344,2021,2132.0,False
F,Y10-14,BE345,2021,1816.0,False
F,Y10-14,BE351,2021,3168.0,False
F,Y10-14,BE352,2021,9364.0,False
F,Y10-14,BE353,2021,1880.0,False
F,Y10-14,BG311,2021,1828.0,False
F,Y10-14,BG312,2021,2978.0,False
F,Y10-14,BG313,2021,3745.0,False
F,Y10-14,BG314,2021,5693.0,False
F,Y10-14,BG315,2021,2919.0,False
F,Y10-14,BG321,2021,4919.0,False
F,Y10-14,BG322,2021,2209.0,False
F,Y10-14,BG323,2021,4814.0,False
F,Y10-14,BG324,2021,2583.0,False
F,Y10-14,BG325,2021,2495.0,False
F,Y10-14,BG331,2021,12486.0,False
F,Y10-14,BG332,2021,4325.0,False
F,Y10-14,BG333,2021,4102.0,False
F,Y10-14,BG334,2021,2752.0,False
F,Y10-14,BG341,2021,11262.0,False
F,Y10-14,BG342,2021,5509.0,False
F,Y10-14,BG343,2021,2995.0,False
F,Y10-14,BG344,2021,7738.0,False
F,Y10-14,BG411,2021,31150.0,False
F,Y10-14,BG412,2021,5488.0,False
F,Y10-14,BG413,2021,7727.0,False
F,Y10-14,BG414,2021,2629.0,False
F,Y10-14,BG415,2021,2456.0,False
F,Y10-14,BG421,2021,16081.0,False
F,Y10-14,BG422,2021,5669.0,False
F,Y10-14,BG423,2021,6437.0,False
F,Y10-14,BG424,2021,2248.0,False
F,Y10-14,BG425,2021,3630.0,False
F,Y10-14,CH011,2021,21741.0,False
F,Y10-14,CH012,2021,8297.0,False
F,Y10-14,CH013,2021,12981.0,False
F,Y10-14,CH021,2021,24054.0,False
F,Y10-14,CH022,2021,8843.0,False
F,Y10-14,CH023,2021,6185.0,False
F,Y10-14,CH024,2021,4595.0,False
F,Y10-14,CH025,2021,1845.0,False
F,Y10-14,CH031,2021,3971.0,False
F,Y10-14,CH032,2021,6943.0,False
F,Y10-14,CH033,2021,17006.0,False
F,Y10-14,CH040,2021,36217.0,False
F,Y10-14,CH051,2021,936.0,False
F,Y10-14,CH052,2021,1863.0,False
F,Y10-14,CH053,2021,1308.0,False
F,Y10-14,CH054,2021,382.0,False
F,Y10-14,CH055,2021,12567.0,False
F,Y10-14,CH056,2021,4156.0,False
F,Y10-14,CH057,2021,6768.0,False
F,Y10-14,CH061,2021,10184.0,False
F,Y10-14,CH062,2021,880.0,False
F,Y10-14,CH063,2021,3757.0,False
F,Y10-14,CH064,2021,941.0,False
F,Y10-14,CH065,2021,964.0,False
F,Y10-14,CH066,2021,3282.0,False
F,Y10-14,CH070,2021,8240.0,False
F,Y10-14,CY000,2021,23093.0,False
F,Y10-14,CZ010,2021,33113.0,False
F,Y10-14,CZ020,2021,41801.0,False
F,Y10-14,CZ031,2021,17526.0,False
F,Y10-14,CZ032,2021,15896.0,False
F,Y10-14,CZ041,2021,8173.0,False
F,Y10-14,CZ042,2021,23564.0,False
F,Y10-14,CZ051,2021,12675.0,False
F,Y10-14,CZ052,2021,15007.0,False
F,Y10-14,CZ053,2021,14097.0,False
F,Y10-14,CZ063,2021,13310.0,False
F,Y10-14,CZ064,2021,31149.0,False
F,Y10-14,CZ071,2021,17151.0,False
F,Y10-14,CZ072,2021,14987.0,False
F,Y10-14,CZ080,2021,32078.0,False
F,Y10-14,DE111,2021,12860.0,False
F,Y10-14,DE112,2021,9128.0,False
F,Y10-14,DE113,2021,12028.0,False
F,Y10-14,DE114,2021,5929.0,False
F,Y10-14,DE115,2021,12699.0,False
F,Y10-14,DE116,2021,9624.0,False
F,Y10-14,DE117,2021,2909.0,False
F,Y10-14,DE118,2021,8000.0,False
F,Y10-14,DE119,2021,2555.0,False
F,Y10-14,DE11A,2021,4631.0,False
F,Y10-14,DE11B,2021,2925.0,False
F,Y10-14,DE11C,2021,3092.0,False
F,Y10-14,DE11D,2021,7250.0,False
F,Y10-14,DE121,2021,1023.0,False
F,Y10-14,DE122,2021,5720.0,False
F,Y10-14,DE123,2021,9707.0,False
F,Y10-14,DE124,2021,5010.0,False
F,Y10-14,DE125,2021,2966.0,False
F,Y10-14,DE126,2021,6058.0,False
F,Y10-14,DE127,2021,3170.0,False
F,Y10-14,DE128,2021,12291.0,False
F,Y10-14,DE129,2021,2915.0,False
F,Y10-14,DE12A,2021,3657.0,False
F,Y10-14,DE12B,2021,4441.0,False
F,Y10-14,DE12C,2021,2733.0,False
F,Y10-14,DE131,2021,4740.0,False
F,Y10-14,DE132,2021,6157.0,False
F,Y10-14,DE133,2021,3761.0,False
F,Y10-14,DE134,2021,10104.0,False
F,Y10-14,DE135,2021,3218.0,False
F,Y10-14,DE136,2021,4855.0,False
F,Y10-14,DE137,2021,3496.0,False
F,Y10-14,DE138,2021,6384.0,False
F,Y10-14,DE139,2021,5493.0,False
F,Y10-14,DE13A,2021,4208.0,False
F,Y10-14,DE141,2021,6622.0,False
F,Y10-14,DE142,2021,5015.0,False
F,Y10-14,DE143,2021,4190.0,False
F,Y10-14,DE144,2021,2763.0,False
F,Y10-14,DE145,2021,4744.0,False
F,Y10-14,DE146,2021,4922.0,False
F,Y10-14,DE147,2021,4815.0,False
F,Y10-14,DE148,2021,6607.0,False
F,Y10-14,DE149,2021,3042.0,False
F,Y10-14,DE211,2021,2893.0,False
F,Y10-14,DE212,2021,28897.0,False
F,Y10-14,DE213,2021,1370.0,False
F,Y10-14,DE214,2021,2423.0,False
F,Y10-14,DE215,2021,2142.0,False
F,Y10-14,DE216,2021,2865.0,False
F,Y10-14,DE217,2021,3621.0,False
F,Y10-14,DE218,2021,3582.0,False
F,Y10-14,DE219,2021,3109.0,False
F,Y10-14,DE21A,2021,3263.0,False
F,Y10-14,DE21B,2021,4055.0,False
F,Y10-14,DE21C,2021,5111.0,False
F,Y10-14,DE21D,2021,1752.0,False
F,Y10-14,DE21E,2021,2880.0,False
F,Y10-14,DE21F,2021,2224.0,False
F,Y10-14,DE21G,2021,2563.0,False
F,Y10-14,DE21H,2021,8929.0,False
F,Y10-14,DE21I,2021,2322.0,False
F,Y10-14,DE21J,2021,2874.0,False
F,Y10-14,DE21K,2021,5691.0,False
F,Y10-14,DE21L,2021,3427.0,False
F,Y10-14,DE21M,2021,3949.0,False
F,Y10-14,DE21N,2021,3146.0,False
F,Y10-14,DE221,2021,1529.0,False
F,Y10-14,DE222,2021,906.0,False
F,Y10-14,DE223,2021,925.0,False
F,Y10-14,DE224,2021,2519.0,False
F,Y10-14,DE225,2021,1481.0,False
F,Y10-14,DE226,2021,2815.0,False
F,Y10-14,DE227,2021,3826.0,False
F,Y10-14,DE228,2021,3968.0,False
F,Y10-14,DE229,2021,1487.0,False
F,Y10-14,DE22A,2021,2648.0,False
F,Y10-14,DE22B,2021,2369.0,False
F,Y10-14,DE22C,2021,2146.0,False
F,Y10-14,DE231,2021,798.0,False
F,Y10-14,DE232,2021,2869.0,False
F,Y10-14,DE233,2021,849.0,False
F,Y10-14,DE234,2021,2123.0,False
F,Y10-14,DE235,2021,2647.0,False
F,Y10-14,DE236,2021,2990.0,False
F,Y10-14,DE237,2021,1972.0,False
F,Y10-14,DE238,2021,4430.0,False
F,Y10-14,DE239,2021,3195.0,False
F,Y10-14,DE23A,2021,1435.0,False
F,Y10-14,DE241,2021,1419.0,False
F,Y10-14,DE242,2021,1279.0,False
F,Y10-14,DE243,2021,797.0,False
F,Y10-14,DE244,2021,891.0,False
F,Y10-14,DE245,2021,3209.0,False
F,Y10-14,DE246,2021,2227.0,False
F,Y10-14,DE247,2021,1752.0,False
F,Y10-14,DE248,2021,2645.0,False
F,Y10-14,DE249,2021,1866.0,False
F,Y10-14,DE24A,2021,1280.0,False
F,Y10-14,DE24B,2021,1432.0,False
F,Y10-14,DE24C,2021,1404.0,False
F,Y10-14,DE24D,2021,1366.0,False
F,Y10-14,DE251,2021,908.0,False
F,Y10-14,DE252,2021,2246.0,False
F,Y10-14,DE253,2021,2488.0,False
F,Y10-14,DE254,2021,10503.0,False
F,Y10-14,DE255,2021,905.0,False
F,Y10-14,DE256,2021,4169.0,False
F,Y10-14,DE257,2021,3274.0,False
F,Y10-14,DE258,2021,2529.0,False
F,Y10-14,DE259,2021,3623.0,False
F,Y10-14,DE25A,2021,2156.0,False
F,Y10-14,DE25B,2021,2804.0,False
F,Y10-14,DE25C,2021,2027.0,False
F,Y10-14,DE261,2021,1485.0,False
F,Y10-14,DE262,2021,1133.0,False
F,Y10-14,DE263,2021,1945.0,False
F,Y10-14,DE264,2021,3815.0,False
F,Y10-14,DE265,2021,2098.0,False
F,Y10-14,DE266,2021,1743.0,False
F,Y10-14,DE267,2021,1786.0,False
F,Y10-14,DE268,2021,1960.0,False
F,Y10-14,DE269,2021,2767.0,False
F,Y10-14,DE26A,2021,2539.0,False
F,Y10-14,DE26B,2021,2377.0,False
F,Y10-14,DE26C,2021,3510.0,False
F,Y10-14,DE271,2021,5682.0,False
F,Y10-14,DE272,2021,990.0,False
F,Y10-14,DE273,2021,1319.0,False
F,Y10-14,DE274,2021,971.0,False
F,Y10-14,DE275,2021,3118.0,False
F,Y10-14,DE276,2021,5810.0,False
F,Y10-14,DE277,2021,2212.0,False
F,Y10-14,DE278,2021,2877.0,False
F,Y10-14,DE279,2021,4095.0,False
F,Y10-14,DE27A,2021,1799.0,False
F,Y10-14,DE27B,2021,3285.0,False
F,Y10-14,DE27C,2021,3171.0,False
F,Y10-14,DE27D,2021,3079.0,False
F,Y10-14,DE27E,2021,3223.0,False
F,Y10-14,DE300,2021,77035.0,False
F,Y10-14,DE401,2021,1388.0,False
F,Y10-14,DE402,2021,1922.0,False
F,Y10-14,DE403,2021,1166.0,False
F,Y10-14,DE404,2021,4184.0,False
F,Y10-14,DE405,2021,4269.0,False
F,Y10-14,DE406,2021,3824.0,False
F,Y10-14,DE407,2021,2070.0,False
F,Y10-14,DE408,2021,3790.0,False
F,Y10-14,DE409,2021,4419.0,False
F,Y10-14,DE40A,2021,4933.0,False
F,Y10-14,DE40B,2021,2143.0,False
F,Y10-14,DE40C,2021,3835.0,False
F,Y10-14,DE40D,2021,1980.0,False
F,Y10-14,DE40E,2021,5465.0,False
F,Y10-14,DE40F,2021,1452.0,False
F,Y10-14,DE40G,2021,2336.0,False
F,Y10-14,DE40H,2021,3859.0,False
F,Y10-14,DE40I,2021,2420.0,False
F,Y10-14,DE501,2021,11831.0,False
F,Y10-14,DE502,2021,2627.0,False
F,Y10-14,DE600,2021,38633.0,False
F,Y10-14,DE711,2021,3320.0,False
F,Y10-14,DE712,2021,16513.0,False
F,Y10-14,DE713,2021,3147.0,False
F,Y10-14,DE714,2021,6625.0,False
F,Y10-14,DE715,2021,5728.0,False
F,Y10-14,DE716,2021,6827.0,False
F,Y10-14,DE717,2021,6503.0,False
F,Y10-14,DE718,2021,6114.0,False
F,Y10-14,DE719,2021,9518.0,False
F,Y10-14,DE71A,2021,5906.0,False
F,Y10-14,DE71B,2021,2073.0,False
F,Y10-14,DE71C,2021,8186.0,False
F,Y10-14,DE71D,2021,4177.0,False
F,Y10-14,DE71E,2021,7115.0,False
F,Y10-14,DE721,2021,5610.0,False
F,Y10-14,DE722,2021,5595.0,False
F,Y10-14,DE723,2021,3884.0,False
F,Y10-14,DE724,2021,5335.0,False
F,Y10-14,DE725,2021,2191.0,False
F,Y10-14,DE731,2021,4023.0,False
F,Y10-14,DE732,2021,4923.0,False
F,Y10-14,DE733,2021,2603.0,False
F,Y10-14,DE734,2021,5000.0,False
F,Y10-14,DE735,2021,3809.0,False
F,Y10-14,DE736,2021,3494.0,False
F,Y10-14,DE737,2021,2026.0,False
F,Y10-14,DE803,2021,3815.0,False
F,Y10-14,DE804,2021,2037.0,False
F,Y10-14,DE80J,2021,5642.0,False
F,Y10-14,DE80K,2021,5070.0,False
F,Y10-14,DE80L,2021,4857.0,False
F,Y10-14,DE80M,2021,3449.0,False
F,Y10-14,DE80N,2021,4799.0,False
F,Y10-14,DE80O,2021,4619.0,False
F,Y10-14,DE911,2021,4701.0,False
F,Y10-14,DE912,2021,2390.0,False
F,Y10-14,DE913,2021,2616.0,False
F,Y10-14,DE914,2021,4194.0,False
F,Y10-14,DE916,2021,2517.0,False
F,Y10-14,DE917,2021,1935.0,False
F,Y10-14,DE918,2021,2678.0,False
F,Y10-14,DE91A,2021,3162.0,False
F,Y10-14,DE91B,2021,2462.0,False
F,Y10-14,DE91C,2021,6538.0,False
F,Y10-14,DE922,2021,4903.0,False
F,Y10-14,DE923,2021,3152.0,False
F,Y10-14,DE925,2021,5801.0,False
F,Y10-14,DE926,2021,1421.0,False
F,Y10-14,DE927,2021,2846.0,False
F,Y10-14,DE928,2021,3359.0,False
F,Y10-14,DE929,2021,25508.0,False
F,Y10-14,DE931,2021,4139.0,False
F,Y10-14,DE932,2021,4411.0,False
F,Y10-14,DE933,2021,5933.0,False
F,Y10-14,DE934,2021,986.0,False
F,Y10-14,DE935,2021,4276.0,False
F,Y10-14,DE936,2021,2548.0,False
F,Y10-14,DE937,2021,3810.0,False
F,Y10-14,DE938,2021,3121.0,False
F,Y10-14,DE939,2021,4767.0,False
F,Y10-14,DE93A,2021,1955.0,False
F,Y10-14,DE93B,2021,3242.0,False
F,Y10-14,DE941,2021,1709.0,False
F,Y10-14,DE942,2021,1087.0,False
F,Y10-14,DE943,2021,3475.0,False
F,Y10-14,DE944,2021,3241.0,False
F,Y10-14,DE945,2021,1439.0,False
F,Y10-14,DE946,2021,2882.0,False
F,Y10-14,DE947,2021,4109.0,False
F,Y10-14,DE948,2021,4560.0,False
F,Y10-14,DE949,2021,7841.0,False
F,Y10-14,DE94A,2021,2028.0,False
F,Y10-14,DE94B,2021,3384.0,False
F,Y10-14,DE94C,2021,4009.0,False
F,Y10-14,DE94D,2021,2972.0,False
F,Y10-14,DE94E,2021,8368.0,False
F,Y10-14,DE94F,2021,3682.0,False
F,Y10-14,DE94G,2021,1856.0,False
F,Y10-14,DE94H,2021,1281.0,False
F,Y10-14,DEA11,2021,12875.0,False
F,Y10-14,DEA12,2021,11328.0,False
F,Y10-14,DEA13,2021,12378.0,False
F,Y10-14,DEA14,2021,4913.0,False
F,Y10-14,DEA15,2021,5656.0,False
F,Y10-14,DEA16,2021,3680.0,False
F,Y10-14,DEA17,2021,4474.0,False
F,Y10-14,DEA18,2021,2544.0,False
F,Y10-14,DEA19,2021,3683.0,False
F,Y10-14,DEA1A,2021,8190.0,False
F,Y10-14,DEA1B,2021,6849.0,False
F,Y10-14,DEA1C,2021,11037.0,False
F,Y10-14,DEA1D,2021,10501.0,False
F,Y10-14,DEA1E,2021,6562.0,False
F,Y10-14,DEA1F,2021,9649.0,False
F,Y10-14,DEA22,2021,7473.0,False
F,Y10-14,DEA23,2021,22545.0,False
F,Y10-14,DEA24,2021,3720.0,False
F,Y10-14,DEA26,2021,5790.0,False
F,Y10-14,DEA27,2021,10805.0,False
F,Y10-14,DEA28,2021,4331.0,False
F,Y10-14,DEA29,2021,5641.0,False
F,Y10-14,DEA2A,2021,6393.0,False
F,Y10-14,DEA2B,2021,6409.0,False
F,Y10-14,DEA2C,2021,14185.0,False
F,Y10-14,DEA2D,2021,11165.0,False
F,Y10-14,DEA31,2021,2430.0,False
F,Y10-14,DEA32,2021,6073.0,False
F,Y10-14,DEA33,2021,6092.0,False
F,Y10-14,DEA34,2021,9137.0,False
F,Y10-14,DEA35,2021,4953.0,False
F,Y10-14,DEA36,2021,13093.0,False
F,Y10-14,DEA37,2021,10629.0,False
F,Y10-14,DEA38,2021,6562.0,False
F,Y10-14,DEA41,2021,7573.0,False
F,Y10-14,DEA42,2021,8687.0,False
F,Y10-14,DEA43,2021,5771.0,False
F,Y10-14,DEA44,2021,3237.0,False
F,Y10-14,DEA45,2021,8561.0,False
F,Y10-14,DEA46,2021,7324.0,False
F,Y10-14,DEA47,2021,7084.0,False
F,Y10-14,DEA51,2021,6842.0,False
F,Y10-14,DEA52,2021,12737.0,False
F,Y10-14,DEA53,2021,4359.0,False
F,Y10-14,DEA54,2021,4186.0,False
F,Y10-14,DEA55,2021,3368.0,False
F,Y10-14,DEA56,2021,6589.0,False
F,Y10-14,DEA57,2021,5677.0,False
F,Y10-14,DEA58,2021,9107.0,False
F,Y10-14,DEA59,2021,2911.0,False
F,Y10-14,DEA5A,2021,5819.0,False
F,Y10-14,DEA5B,2021,6757.0,False
F,Y10-14,DEA5C,2021,8483.0,False
F,Y10-14,DEB11,2021,2182.0,False
F,Y10-14,DEB12,2021,2556.0,False
F,Y10-14,DEB13,2021,2866.0,False
F,Y10-14,DEB14,2021,3447.0,False
F,Y10-14,DEB15,2021,1687.0,False
F,Y10-14,DEB17,2021,4641.0,False
F,Y10-14,DEB18,2021,4162.0,False
F,Y10-14,DEB1A,2021,2631.0,False
F,Y10-14,DEB1B,2021,4644.0,False
F,Y10-14,DEB1C,2021,1220.0,False
F,Y10-14,DEB1D,2021,2130.0,False
F,Y10-14,DEB21,2021,1998.0,False
F,Y10-14,DEB22,2021,2449.0,False
F,Y10-14,DEB23,2021,2096.0,False
F,Y10-14,DEB24,2021,1191.0,False
F,Y10-14,DEB25,2021,3501.0,False
F,Y10-14,DEB31,2021,1050.0,False
F,Y10-14,DEB32,2021,1878.0,False
F,Y10-14,DEB33,2021,976.0,False
F,Y10-14,DEB34,2021,4046.0,False
F,Y10-14,DEB35,2021,3969.0,False
F,Y10-14,DEB36,2021,1113.0,False
F,Y10-14,DEB37,2021,813.0,False
F,Y10-14,DEB38,2021,1056.0,False
F,Y10-14,DEB39,2021,1928.0,False
F,Y10-14,DEB3A,2021,753.0,False
F,Y10-14,DEB3B,2021,2858.0,False
F,Y10-14,DEB3C,2021,2678.0,False
F,Y10-14,DEB3D,2021,1712.0,False
F,Y10-14,DEB3E,2021,2851.0,False
F,Y10-14,DEB3F,2021,2384.0,False
F,Y10-14,DEB3G,2021,1417.0,False
F,Y10-14,DEB3H,2021,2269.0,False
F,Y10-14,DEB3I,2021,3294.0,False
F,Y10-14,DEB3J,2021,4934.0,False
F,Y10-14,DEB3K,2021,1828.0,False
F,Y10-14,DEC01,2021,6367.0,False
F,Y10-14,DEC02,2021,2082.0,False
F,Y10-14,DEC03,2021,2540.0,False
F,Y10-14,DEC04,2021,3841.0,False
F,Y10-14,DEC05,2021,2885.0,False
F,Y10-14,DEC06,2021,1729.0,False
F,Y10-14,DED21,2021,12295.0,False
F,Y10-14,DED2C,2021,6789.0,False
F,Y10-14,DED2D,2021,5473.0,False
F,Y10-14,DED2E,2021,5311.0,False
F,Y10-14,DED2F,2021,5723.0,False
F,Y10-14,DED41,2021,4826.0,False
F,Y10-14,DED42,2021,7219.0,False
F,Y10-14,DED43,2021,6396.0,False
F,Y10-14,DED44,2021,4416.0,False
F,Y10-14,DED45,2021,6413.0,False
F,Y10-14,DED51,2021,11979.0,False
F,Y10-14,DED52,2021,5756.0,False
F,Y10-14,DED53,2021,4222.0,False
F,Y10-14,DEE01,2021,1460.0,False
F,Y10-14,DEE02,2021,4990.0,False
F,Y10-14,DEE03,2021,4603.0,False
F,Y10-14,DEE04,2021,1780.0,False
F,Y10-14,DEE05,2021,3116.0,False
F,Y10-14,DEE06,2021,1892.0,False
F,Y10-14,DEE07,2021,3662.0,False
F,Y10-14,DEE08,2021,3445.0,False
F,Y10-14,DEE09,2021,3992.0,False
F,Y10-14,DEE0A,2021,2584.0,False
F,Y10-14,DEE0B,2021,3907.0,False
F,Y10-14,DEE0C,2021,3687.0,False
F,Y10-14,DEE0D,2021,2354.0,False
F,Y10-14,DEE0E,2021,2467.0,False
F,Y10-14,DEF01,2021,1807.0,False
F,Y10-14,DEF02,2021,4718.0,False
F,Y10-14,DEF03,2021,4405.0,False
F,Y10-14,DEF04,2021,1790.0,False
F,Y10-14,DEF05,2021,2949.0,False
F,Y10-14,DEF06,2021,4617.0,False
F,Y10-14,DEF07,2021,3479.0,False
F,Y10-14,DEF08,2021,4070.0,False
F,Y10-14,DEF09,2021,7379.0,False
F,Y10-14,DEF0A,2021,2913.0,False
F,Y10-14,DEF0B,2021,6403.0,False
F,Y10-14,DEF0C,2021,4578.0,False
F,Y10-14,DEF0D,2021,6222.0,False
F,Y10-14,DEF0E,2021,2883.0,False
F,Y10-14,DEF0F,2021,5944.0,False
F,Y10-14,DEG01,2021,4464.0,False
F,Y10-14,DEG02,2021,1768.0,False
F,Y10-14,DEG03,2021,2254.0,False
F,Y10-14,DEG04,2021,572.0,False
F,Y10-14,DEG05,2021,1433.0,False
F,Y10-14,DEG06,2021,2319.0,False
F,Y10-14,DEG07,2021,1721.0,False
F,Y10-14,DEG09,2021,2251.0,False
F,Y10-14,DEG0A,2021,1495.0,False
F,Y10-14,DEG0B,2021,2424.0,False
F,Y10-14,DEG0C,2021,2849.0,False
F,Y10-14,DEG0D,2021,1512.0,False
F,Y10-14,DEG0E,2021,1265.0,False
F,Y10-14,DEG0F,2021,2163.0,False
F,Y10-14,DEG0G,2021,1988.0,False
F,Y10-14,DEG0H,2021,1085.0,False
F,Y10-14,DEG0I,2021,1932.0,False
F,Y10-14,DEG0J,2021,1762.0,False
F,Y10-14,DEG0K,2021,1612.0,False
F,Y10-14,DEG0L,2021,1882.0,False
F,Y10-14,DEG0M,2021,1770.0,False
F,Y10-14,DEG0N,2021,837.0,False
F,Y10-14,DEG0P,2021,2375.0,False
F,Y10-14,DK011,2021,17643.0,False
F,Y10-14,DK012,2021,17050.0,False
F,Y10-14,DK013,2021,14785.0,False
F,Y10-14,DK014,2021,1012.0,False
F,Y10-14,DK021,2021,7989.0,False
F,Y10-14,DK022,2021,16197.0,False
F,Y10-14,DK031,2021,13736.0,False
F,Y10-14,DK032,2021,21520.0,False
F,Y10-14,DK041,2021,13148.0,False
F,Y10-14,DK042,2021,25481.0,False
F,Y10-14,DK050,2021,16067.0,False
F,Y10-14,EE001,2021,17947.0,False
F,Y10-14,EE004,2021,4022.0,False
F,Y10-14,EE008,2021,8853.0,False
F,Y10-14,EE009,2021,3452.0,False
F,Y10-14,EE00A,2021,3068.0,False
F,Y10-14,EL301,2021,13704.0,False
F,Y10-14,EL302,2021,12651.0,False
F,Y10-14,EL303,2021,19874.0,False
F,Y10-14,EL304,2021,12057.0,False
F,Y10-14,EL305,2021,15663.0,False
F,Y10-14,EL306,2021,5371.0,False
F,Y10-14,EL307,2021,11786.0,False
F,Y10-14,EL411,2021,3208.0,False
F,Y10-14,EL412,2021,1236.0,False
F,Y10-14,EL413,2021,1427.0,False
F,Y10-14,EL421,2021,6575.0,False
F,Y10-14,EL422,2021,3908.0,False
F,Y10-14,EL431,2021,9270.0,False
F,Y10-14,EL432,2021,1770.0,False
F,Y10-14,EL433,2021,2585.0,False
F,Y10-14,EL434,2021,4509.0,False
F,Y10-14,EL511,2021,3265.0,False
F,Y10-14,EL512,2021,3191.0,False
F,Y10-14,EL513,2021,2494.0,False
F,Y10-14,EL514,2021,2304.0,False
F,Y10-14,EL515,2021,3307.0,False
F,Y10-14,EL521,2021,3906.0,False
F,Y10-14,EL522,2021,28877.0,False
F,Y10-14,EL523,2021,2143.0,False
F,Y10-14,EL524,2021,3387.0,False
F,Y10-14,EL525,2021,3529.0,False
F,Y10-14,EL526,2021,3827.0,False
F,Y10-14,EL527,2021,2874.0,False
F,Y10-14,EL531,2021,4107.0,False
F,Y10-14,EL532,2021,1048.0,False
F,Y10-14,EL533,2021,1276.0,False
F,Y10-14,EL541,2021,2916.0,False
F,Y10-14,EL542,2021,1013.0,False
F,Y10-14,EL543,2021,3739.0,False
F,Y10-14,EL611,2021,5546.0,False
F,Y10-14,EL612,2021,7585.0,False
F,Y10-14,EL613,2021,4987.0,False
F,Y10-14,EL621,2021,1000.0,False
F,Y10-14,EL622,2021,2346.0,False
F,Y10-14,EL623,2021,964.0,False
F,Y10-14,EL624,2021,600.0,False
F,Y10-14,EL631,2021,5137.0,False
F,Y10-14,EL632,2021,7471.0,False
F,Y10-14,EL633,2021,3662.0,False
F,Y10-14,EL641,2021,3241.0,False
F,Y10-14,EL642,2021,5508.0,False
