sex,age,nuts,year,population,is_provisional
F,Y20-24,NL33C,2021,47714.0,False
F,Y20-24,NL341,2021,2259.0,False
F,Y20-24,NL342,2021,7436.0,False
F,Y20-24,NL411,2021,18513.0,False
F,Y20-24,NL412,2021,17291.0,False
F,Y20-24,NL413,2021,17940.0,False
F,Y20-24,NL414,2021,22792.0,False
F,Y20-24,NL421,2021,7485.0,False
F,Y20-24,NL422,2021,5817.0,False
F,Y20-24,NL423,2021,19736.0,False
F,Y20-24,NO020,2021,10509.0,False
F,Y20-24,NO060,2021,16044.0,False
F,Y20-24,NO071,2021,6954.0,False
F,Y20-24,NO074,2021,7791.0,False
F,Y20-24,NO081,2021,24804.0,False
F,Y20-24,NO082,2021,32572.0,False
F,Y20-24,NO091,2021,11261.0,False
F,Y20-24,NO092,2021,9984.0,False
F,Y20-24,NO0A1,2021,14432.0,False
F,Y20-24,NO0A2,2021,21233.0,False
F,Y20-24,NO0A3,2021,7656.0,False
F,Y20-24,PL213,2021,15054.0,False
F,Y20-24,PL214,2021,20288.0,False
F,Y20-24,PL217,2021,13342.0,False
F,Y20-24,PL218,2021,17123.0,False
F,Y20-24,PL219,2021,10293.0,False
F,Y20-24,PL21A,2021,13782.0,False
F,Y20-24,PL224,2021,12194.0,False
F,Y20-24,PL225,2021,16670.0,False
F,Y20-24,PL227,2021,15389.0,False
F,Y20-24,PL228,2021,10072.0,False
F,Y20-24,PL229,2021,10420.0,False
F,Y20-24,PL22A,2021,15927.0,False
F,Y20-24,PL22B,2021,14213.0,False
F,Y20-24,PL22C,2021,9320.0,False
F,Y20-24,PL411,2021,11332.0,False
F,Y20-24,PL414,2021,18170.0,False
F,Y20-24,PL415,2021,9997.0,False
F,Y20-24,PL416,2021,18022.0,False
F,Y20-24,PL417,2021,15071.0,False
F,Y20-24,PL418,2021,16602.0,False
F,Y20-24,PL424,2021,8016.0,False
F,Y20-24,PL426,2021,9045.0,False
F,Y20-24,PL427,2021,11461.0,False
F,Y20-24,PL428,2021,13272.0,False
F,Y20-24,PL431,2021,9462.0,False
F,Y20-24,PL432,2021,15917.0,False
F,Y20-24,PL514,2021,11146.0,False
F,Y20-24,PL515,2021,13696.0,False
F,Y20-24,PL516,2021,11278.0,False
F,Y20-24,PL517,2021,15004.0,False
F,Y20-24,PL518,2021,15009.0,False
F,Y20-24,PL523,2021,9656.0,False
F,Y20-24,PL524,2021,14064.0,False
F,Y20-24,PL613,2021,18121.0,False
F,Y20-24,PL616,2021,10670.0,False
F,Y20-24,PL617,2021,9826.0,False
F,Y20-24,PL618,2021,5384.0,False
F,Y20-24,PL619,2021,9778.0,False
F,Y20-24,PL621,2021,14841.0,False
F,Y20-24,PL622,2021,15588.0,False
F,Y20-24,PL623,2021,7907.0,False
F,Y20-24,PL633,2021,14987.0,False
F,Y20-24,PL634,2021,16908.0,False
F,Y20-24,PL636,2021,9130.0,False
F,Y20-24,PL637,2021,6618.0,False
F,Y20-24,PL638,2021,12010.0,False
F,Y20-24,PL711,2021,12761.0,False
F,Y20-24,PL712,2021,9108.0,False
F,Y20-24,PL713,2021,15367.0,False
F,Y20-24,PL714,2021,12321.0,False
F,Y20-24,PL715,2021,9104.0,False
F,Y20-24,PL721,2021,19120.0,False
F,Y20-24,PL722,2021,12799.0,False
F,Y20-24,PL811,2021,8807.0,False
F,Y20-24,PL812,2021,16996.0,False
F,Y20-24,PL814,2021,17531.0,False
F,Y20-24,PL815,2021,13344.0,False
F,Y20-24,PL821,2021,13520.0,False
F,Y20-24,PL822,2021,11208.0,False
F,Y20-24,PL823,2021,17710.0,False
F,Y20-24,PL824,2021,16944.0,False
F,Y20-24,PL841,2021,12043.0,False
F,Y20-24,PL842,2021,10946.0,False
F,Y20-24,PL843,2021,7795.0,False
F,Y20-24,PL911,2021,30700.0,False
F,Y20-24,PL912,2021,16133.0,False
F,Y20-24,PL913,2021,15343.0,False
F,Y20-24,PL921,2021,16837.0,False
F,Y20-24,PL922,2021,9830.0,False
F,Y20-24,PL923,2021,8899.0,False
F,Y20-24,PL924,2021,11424.0,False
F,Y20-24,PL925,2021,12076.0,False
F,Y20-24,PL926,2021,6617.0,False
F,Y20-24,PT111,2021,5891.0,False
F,Y20-24,PT112,2021,11957.0,False
F,Y20-24,PT119,2021,12036.0,False
F,Y20-24,PT11A,2021,47359.0,False
F,Y20-24,PT11B,2021,2075.0,False
F,Y20-24,PT11C,2021,13392.0,False
F,Y20-24,PT11D,2021,5254.0,False
F,Y20-24,PT11E,2021,2516.0,False
F,Y20-24,PT150,2021,11484.0,False
F,Y20-24,PT16B,2021,10351.0,False
F,Y20-24,PT16D,2021,10267.0,False
F,Y20-24,PT16E,2021,11052.0,False
F,Y20-24,PT16F,2021,7813.0,False
F,Y20-24,PT16G,2021,7063.0,False
F,Y20-24,PT16H,2021,1806.0,False
F,Y20-24,PT16I,2021,6467.0,False
F,Y20-24,PT16J,2021,4971.0,False
F,Y20-24,PT170,2021,72981.0,False
F,Y20-24,PT181,2021,2051.0,False
F,Y20-24,PT184,2021,2871.0,False
F,Y20-24,PT185,2021,6369.0,False
F,Y20-24,PT186,2021,2780.0,False
F,Y20-24,PT187,2021,3756.0,False
F,Y20-24,PT200,2021,7887.0,False
F,Y20-24,PT300,2021,7752.0,False
F,Y20-24,RO111,2021,14583.0,False
F,Y20-24,RO112,2021,7985.0,False
F,Y20-24,RO113,2021,15211.0,False
F,Y20-24,RO114,2021,12674.0,False
F,Y20-24,RO115,2021,9001.0,False
F,Y20-24,RO116,2021,5693.0,False
F,Y20-24,RO121,2021,8286.0,False
F,Y20-24,RO122,2021,12458.0,False
F,Y20-24,RO123,2021,5335.0,False
F,Y20-24,RO124,2021,7926.0,False
F,Y20-24,RO125,2021,14011.0,False
F,Y20-24,RO126,2021,10144.0,False
F,Y20-24,RO211,2021,17291.0,False
F,Y20-24,RO212,2021,11626.0,False
F,Y20-24,RO213,2021,22108.0,False
F,Y20-24,RO214,2021,12661.0,False
F,Y20-24,RO215,2021,19536.0,False
F,Y20-24,RO216,2021,11834.0,False
F,Y20-24,RO221,2021,6905.0,False
F,Y20-24,RO222,2021,10554.0,False
F,Y20-24,RO223,2021,16713.0,False
F,Y20-24,RO224,2021,13794.0,False
F,Y20-24,RO225,2021,4919.0,False
F,Y20-24,RO226,2021,8753.0,False
F,Y20-24,RO311,2021,14023.0,False
F,Y20-24,RO312,2021,7358.0,False
F,Y20-24,RO313,2021,12912.0,False
F,Y20-24,RO314,2021,6916.0,False
F,Y20-24,RO315,2021,7145.0,False
F,Y20-24,RO316,2021,16368.0,False
F,Y20-24,RO317,2021,8029.0,False
F,Y20-24,RO321,2021,30149.0,False
F,Y20-24,RO322,2021,12456.0,False
F,Y20-24,RO411,2021,16009.0,False
F,Y20-24,RO412,2021,8726.0,False
F,Y20-24,RO413,2021,6278.0,False
F,Y20-24,RO414,2021,10684.0,False
F,Y20-24,RO415,2021,8718.0,False
F,Y20-24,RO421,2021,10852.0,False
F,Y20-24,RO422,2021,6954.0,False
F,Y20-24,RO423,2021,9390.0,False
F,Y20-24,RO424,2021,15574.0,False
F,Y20-24,RS110,2021,38944.0,False
F,Y20-24,RS121,2021,4040.0,False
F,Y20-24,RS122,2021,7026.0,False
F,Y20-24,RS123,2021,15283.0,False
F,Y20-24,RS124,2021,3400.0,False
F,Y20-24,RS125,2021,4678.0,False
F,Y20-24,RS126,2021,4298.0,False
F,Y20-24,RS127,2021,7230.0,False
F,Y20-24,RS211,2021,6614.0,False
F,Y20-24,RS212,2021,3936.0,False
F,Y20-24,RS213,2021,6862.0,False
F,Y20-24,RS214,2021,4673.0,False
F,Y20-24,RS215,2021,5158.0,False
F,Y20-24,RS216,2021,5672.0,False
F,Y20-24,RS217,2021,9201.0,False
F,Y20-24,RS218,2021,6620.0,False
F,Y20-24,RS221,2021,2673.0,False
F,Y20-24,RS222,2021,4405.0,False
F,Y20-24,RS223,2021,2332.0,False
F,Y20-24,RS224,2021,5367.0,False
F,Y20-24,RS225,2021,8734.0,False
F,Y20-24,RS226,2021,1945.0,False
F,Y20-24,RS227,2021,4928.0,False
F,Y20-24,RS228,2021,6238.0,False
F,Y20-24,RS229,2021,2218.0,False
F,Y20-24,SE110,2021,59818.0,False
F,Y20-24,SE121,2021,14005.0,False
F,Y20-24,SE122,2021,6966.0,False
F,Y20-24,SE123,2021,14014.0,False
F,Y20-24,SE124,2021,9425.0,False
F,Y20-24,SE125,2021,6668.0,False
F,Y20-24,SE211,2021,9661.0,False
F,Y20-24,SE212,2021,5597.0,False
F,Y20-24,SE213,2021,5653.0,False
F,Y20-24,SE214,2021,1399.0,False
F,Y20-24,SE221,2021,3571.0,False
F,Y20-24,SE224,2021,38558.0,False
F,Y20-24,SE231,2021,7810.0,False
F,Y20-24,SE232,2021,45980.0,False
F,Y20-24,SE311,2021,7387.0,False
F,Y20-24,SE312,2021,6006.0,False
F,Y20-24,SE313,2021,6627.0,False
F,Y20-24,SE321,2021,5114.0,False
F,Y20-24,SE322,2021,2991.0,False
F,Y20-24,SE331,2021,8877.0,False
F,Y20-24,SE332,2021,5839.0,False
F,Y20-24,SI031,2021,1974.0,False
F,Y20-24,SI032,2021,7636.0,False
F,Y20-24,SI033,2021,1289.0,False
F,Y20-24,SI034,2021,4685.0,False
F,Y20-24,SI035,2021,1091.0,False
F,Y20-24,SI036,2021,1375.0,False
F,Y20-24,SI037,2021,2820.0,False
F,Y20-24,SI038,2021,951.0,False
F,Y20-24,SI041,2021,17361.0,False
F,Y20-24,SI042,2021,4550.0,False
F,Y20-24,SI043,2021,1840.0,False
F,Y20-24,SI044,2021,2586.0,False
F,Y20-24,SK010,2021,11521.0,False
F,Y20-24,SK021,2021,13306.0,False
F,Y20-24,SK022,2021,13842.0,False
F,Y20-24,SK023,2021,16334.0,False
F,Y20-24,SK031,2021,19289.0,False
F,Y20-24,SK032,2021,16573.0,False
F,Y20-24,SK041,2021,25500.0,False
F,Y20-24,SK042,2021,23149.0,False
F,Y20-24,TR100,2021,586216.0,False
F,Y20-24,TR211,2021,36958.0,False
F,Y20-24,TR212,2021,15629.0,False
F,Y20-24,TR213,2021,12569.0,False
F,Y20-24,TR221,2021,39436.0,False
F,Y20-24,TR222,2021,19273.0,False
F,Y20-24,TR310,2021,147393.0,False
F,Y20-24,TR321,2021,38542.0,False
F,Y20-24,TR322,2021,38178.0,False
F,Y20-24,TR323,2021,31593.0,False
F,Y20-24,TR331,2021,49842.0,False
F,Y20-24,TR332,2021,30482.0,False
F,Y20-24,TR333,2021,22569.0,False
F,Y20-24,TR334,2021,15067.0,False
F,Y20-24,TR411,2021,108818.0,False
F,Y20-24,TR412,2021,35344.0,False
F,Y20-24,TR413,2021,8457.0,False
F,Y20-24,TR421,2021,73072.0,False
F,Y20-24,TR422,2021,41014.0,False
F,Y20-24,TR423,2021,16680.0,False
F,Y20-24,TR424,2021,14484.0,False
F,Y20-24,TR425,2021,9426.0,False
F,Y20-24,TR510,2021,213969.0,False
F,Y20-24,TR521,2021,95986.0,False
F,Y20-24,TR522,2021,11404.0,False
F,Y20-24,TR611,2021,88437.0,False
F,Y20-24,TR612,2021,21031.0,False
F,Y20-24,TR613,2021,10795.0,False
F,Y20-24,TR621,2021,83389.0,False
F,Y20-24,TR622,2021,67944.0,False
F,Y20-24,TR631,2021,61802.0,False
F,Y20-24,TR632,2021,45625.0,False
F,Y20-24,TR633,2021,19941.0,False
F,Y20-24,TR711,2021,13033.0,False
F,Y20-24,TR712,2021,18736.0,False
F,Y20-24,TR713,2021,16070.0,False
F,Y20-24,TR714,2021,13314.0,False
F,Y20-24,TR715,2021,11929.0,False
F,Y20-24,TR721,2021,55071.0,False
F,Y20-24,TR722,2021,29018.0,False
F,Y20-24,TR723,2021,17456.0,False
F,Y20-24,TR811,2021,20159.0,False
F,Y20-24,TR812,2021,12019.0,False
F,Y20-24,TR813,2021,8063.0,False
F,Y20-24,TR821,2021,13688.0,False
F,Y20-24,TR822,2021,7724.0,False
F,Y20-24,TR823,2021,7441.0,False
F,Y20-24,TR831,2021,51165.0,False
F,Y20-24,TR832,2021,23908.0,False
F,Y20-24,TR833,2021,18568.0,False
F,Y20-24,TR834,2021,11502.0,False
F,Y20-24,TR901,2021,31918.0,False
F,Y20-24,TR902,2021,26818.0,False
F,Y20-24,TR903,2021,17058.0,False
F,Y20-24,TR904,2021,13112.0,False
F,Y20-24,TR905,2021,5916.0,False
F,Y20-24,TR906,2021,7637.0,False
F,Y20-24,TRA11,2021,38378.0,False
F,Y20-24,TRA12,2021,11220.0,False
F,Y20-24,TRA13,2021,4772.0,False
F,Y20-24,TRA21,2021,25403.0,False
F,Y20-24,TRA22,2021,13385.0,False
F,Y20-24,TRA23,2021,9059.0,False
F,Y20-24,TRA24,2021,3870.0,False
F,Y20-24,TRB11,2021,32280.0,False
F,Y20-24,TRB12,2021,25166.0,False
F,Y20-24,TRB13,2021,13255.0,False
F,Y20-24,TRB14,2021,2964.0,False
F,Y20-24,TRB21,2021,55783.0,False
F,Y20-24,TRB22,2021,19423.0,False
F,Y20-24,TRB23,2021,16917.0,False
F,Y20-24,TRB24,2021,13918.0,False
F,Y20-24,TRC11,2021,88122.0,False
F,Y20-24,TRC12,2021,26156.0,False
F,Y20-24,TRC13,2021,6568.0,False
F,Y20-24,TRC21,2021,93397.0,False
F,Y20-24,TRC22,2021,79868.0,False
F,Y20-24,TRC31,2021,39463.0,False
F,Y20-24,TRC32,2021,29739.0,False
F,Y20-24,TRC33,2021,26261.0,False
F,Y20-24,TRC34,2021,17147.0,False
F,Y25-29,AL011,2021,3603.0,False
F,Y25-29,AL012,2021,11665.0,False
F,Y25-29,AL013,2021,2183.0,False
F,Y25-29,AL014,2021,4285.0,False
F,Y25-29,AL015,2021,8314.0,False
F,Y25-29,AL021,2021,9677.0,False
F,Y25-29,AL022,2021,45303.0,False
F,Y25-29,AL031,2021,4153.0,False
F,Y25-29,AL032,2021,10580.0,False
F,Y25-29,AL033,2021,2093.0,False
F,Y25-29,AL034,2021,8113.0,False
F,Y25-29,AL035,2021,7371.0,False
F,Y25-29,AT111,2021,872.0,False
F,Y25-29,AT112,2021,4051.0,False
F,Y25-29,AT113,2021,2206.0,False
F,Y25-29,AT121,2021,7296.0,False
F,Y25-29,AT122,2021,7566.0,False
F,Y25-29,AT123,2021,4586.0,False
F,Y25-29,AT124,2021,5779.0,False
F,Y25-29,AT125,2021,3313.0,False
F,Y25-29,AT126,2021,8770.0,False
F,Y25-29,AT127,2021,9057.0,False
F,Y25-29,AT130,2021,79322.0,False
F,Y25-29,AT211,2021,8161.0,False
F,Y25-29,AT212,2021,3219.0,False
F,Y25-29,AT213,2021,3823.0,False
F,Y25-29,AT221,2021,17773.0,False
F,Y25-29,AT222,2021,2140.0,False
F,Y25-29,AT223,2021,4163.0,False
F,Y25-29,AT224,2021,7007.0,False
F,Y25-29,AT225,2021,5136.0,False
F,Y25-29,AT226,2021,2487.0,False
F,Y25-29,AT311,2021,8913.0,False
F,Y25-29,AT312,2021,20165.0,False
F,Y25-29,AT313,2021,6172.0,False
F,Y25-29,AT314,2021,4637.0,False
F,Y25-29,AT315,2021,6837.0,False
F,Y25-29,AT321,2021,569.0,False
F,Y25-29,AT322,2021,5297.0,False
F,Y25-29,AT323,2021,12368.0,False
F,Y25-29,AT331,2021,1010.0,False
F,Y25-29,AT332,2021,11981.0,False
F,Y25-29,AT333,2021,1380.0,False
F,Y25-29,AT334,2021,3371.0,False
F,Y25-29,AT335,2021,8288.0,False
F,Y25-29,AT341,2021,2749.0,False
F,Y25-29,AT342,2021,9676.0,False
F,Y25-29,BE100,2021,54376.0,False
F,Y25-29,BE211,2021,35613.0,False
F,Y25-29,BE212,2021,10618.0,False
F,Y25-29,BE213,2021,12997.0,False
F,Y25-29,BE223,2021,5545.0,False
F,Y25-29,BE224,2021,12235.0,False
F,Y25-29,BE225,2021,6948.0,False
F,Y25-29,BE231,2021,8210.0,False
F,Y25-29,BE232,2021,5870.0,False
F,Y25-29,BE233,2021,2422.0,False
F,Y25-29,BE234,2021,21220.0,False
F,Y25-29,BE235,2021,3399.0,False
F,Y25-29,BE236,2021,7670.0,False
F,Y25-29,BE241,2021,17472.0,False
F,Y25-29,BE242,2021,16324.0,False
F,Y25-29,BE251,2021,7684.0,False
F,Y25-29,BE252,2021,1528.0,False
F,Y25-29,BE253,2021,2984.0,False
F,Y25-29,BE254,2021,9117.0,False
F,Y25-29,BE255,2021,3918.0,False
F,Y25-29,BE256,2021,4823.0,False
F,Y25-29,BE257,2021,2728.0,False
F,Y25-29,BE258,2021,1286.0,False
F,Y25-29,BE310,2021,11259.0,False
F,Y25-29,BE323,2021,8040.0,False
F,Y25-29,BE328,2021,6308.0,False
F,Y25-29,BE329,2021,4295.0,False
F,Y25-29,BE32A,2021,3565.0,False
F,Y25-29,BE32B,2021,12115.0,False
F,Y25-29,BE32C,2021,3022.0,False
F,Y25-29,BE32D,2021,2536.0,False
F,Y25-29,BE331,2021,3239.0,False
F,Y25-29,BE332,2021,20836.0,False
F,Y25-29,BE334,2021,2230.0,False
F,Y25-29,BE335,2021,6450.0,False
F,Y25-29,BE336,2021,2244.0,False
F,Y25-29,BE341,2021,2118.0,False
F,Y25-29,BE342,2021,1596.0,False
F,Y25-29,BE343,2021,1675.0,False
F,Y25-29,BE344,2021,1962.0,False
F,Y25-29,BE345,2021,1568.0,False
F,Y25-29,BE351,2021,3257.0,False
F,Y25-29,BE352,2021,10004.0,False
F,Y25-29,BE353,2021,1828.0,False
F,Y25-29,BG311,2021,1470.0,False
F,Y25-29,BG312,2021,2768.0,False
F,Y25-29,BG313,2021,3497.0,False
F,Y25-29,BG314,2021,5277.0,False
F,Y25-29,BG315,2021,2492.0,False
F,Y25-29,BG321,2021,6317.0,False
F,Y25-29,BG322,2021,1912.0,False
F,Y25-29,BG323,2021,5265.0,False
F,Y25-29,BG324,2021,2656.0,False
F,Y25-29,BG325,2021,2444.0,False
F,Y25-29,BG331,2021,12689.0,False
F,Y25-29,BG332,2021,4020.0,False
F,Y25-29,BG333,2021,4465.0,False
F,Y25-29,BG334,2021,2796.0,False
F,Y25-29,BG341,2021,9930.0,False
F,Y25-29,BG342,2021,4447.0,False
F,Y25-29,BG343,2021,2405.0,False
F,Y25-29,BG344,2021,7540.0,False
F,Y25-29,BG411,2021,42352.0,False
F,Y25-29,BG412,2021,5445.0,False
F,Y25-29,BG413,2021,7872.0,False
F,Y25-29,BG414,2021,2261.0,False
F,Y25-29,BG415,2021,1994.0,False
F,Y25-29,BG421,2021,18318.0,False
F,Y25-29,BG422,2021,4905.0,False
F,Y25-29,BG423,2021,5962.0,False
F,Y25-29,BG424,2021,1728.0,False
F,Y25-29,BG425,2021,3984.0,False
F,Y25-29,CH011,2021,27367.0,False
F,Y25-29,CH012,2021,10910.0,False
F,Y25-29,CH013,2021,17635.0,False
F,Y25-29,CH021,2021,31703.0,False
F,Y25-29,CH022,2021,10994.0,False
F,Y25-29,CH023,2021,8332.0,False
F,Y25-29,CH024,2021,5446.0,False
F,Y25-29,CH025,2021,2181.0,False
F,Y25-29,CH031,2021,7287.0,False
F,Y25-29,CH032,2021,7558.0,False
F,Y25-29,CH033,2021,21324.0,False
F,Y25-29,CH040,2021,52971.0,False
F,Y25-29,CH051,2021,1184.0,False
F,Y25-29,CH052,2021,2390.0,False
F,Y25-29,CH053,2021,1394.0,False
F,Y25-29,CH054,2021,476.0,False
F,Y25-29,CH055,2021,16703.0,False
F,Y25-29,CH056,2021,5818.0,False
F,Y25-29,CH057,2021,8776.0,False
F,Y25-29,CH061,2021,14026.0,False
F,Y25-29,CH062,2021,1093.0,False
F,Y25-29,CH063,2021,4645.0,False
F,Y25-29,CH064,2021,1084.0,False
F,Y25-29,CH065,2021,1219.0,False
F,Y25-29,CH066,2021,3525.0,False
F,Y25-29,CH070,2021,9012.0,False
F,Y25-29,CY000,2021,38452.0,False
F,Y25-29,CZ010,2021,39764.0,False
F,Y25-29,CZ020,2021,36772.0,False
F,Y25-29,CZ031,2021,17982.0,False
F,Y25-29,CZ032,2021,16335.0,False
F,Y25-29,CZ041,2021,8025.0,False
F,Y25-29,CZ042,2021,22721.0,False
F,Y25-29,CZ051,2021,12166.0,False
F,Y25-29,CZ052,2021,15042.0,False
F,Y25-29,CZ053,2021,14755.0,False
F,Y25-29,CZ063,2021,14614.0,False
F,Y25-29,CZ064,2021,34247.0,False
F,Y25-29,CZ071,2021,17782.0,False
F,Y25-29,CZ072,2021,16298.0,False
F,Y25-29,CZ080,2021,34241.0,False
F,Y25-29,DE111,2021,26970.0,False
F,Y25-29,DE112,2021,11205.0,False
F,Y25-29,DE113,2021,15493.0,False
F,Y25-29,DE114,2021,7105.0,False
F,Y25-29,DE115,2021,15811.0,False
F,Y25-29,DE116,2021,11848.0,False
F,Y25-29,DE117,2021,4274.0,False
F,Y25-29,DE118,2021,9622.0,False
F,Y25-29,DE119,2021,3206.0,False
F,Y25-29,DE11A,2021,5693.0,False
F,Y25-29,DE11B,2021,3332.0,False
F,Y25-29,DE11C,2021,3575.0,False
F,Y25-29,DE11D,2021,8935.0,False
F,Y25-29,DE121,2021,1408.0,False
F,Y25-29,DE122,2021,12305.0,False
F,Y25-29,DE123,2021,11660.0,False
F,Y25-29,DE124,2021,6051.0,False
F,Y25-29,DE125,2021,8061.0,False
F,Y25-29,DE126,2021,12726.0,False
F,Y25-29,DE127,2021,3591.0,False
F,Y25-29,DE128,2021,14502.0,False
F,Y25-29,DE129,2021,4326.0,False
F,Y25-29,DE12A,2021,4063.0,False
F,Y25-29,DE12B,2021,5002.0,False
F,Y25-29,DE12C,2021,3192.0,False
F,Y25-29,DE131,2021,11628.0,False
F,Y25-29,DE132,2021,7069.0,False
F,Y25-29,DE133,2021,4281.0,False
F,Y25-29,DE134,2021,11836.0,False
F,Y25-29,DE135,2021,3821.0,False
F,Y25-29,DE136,2021,6023.0,False
F,Y25-29,DE137,2021,4037.0,False
F,Y25-29,DE138,2021,8995.0,False
F,Y25-29,DE139,2021,6244.0,False
F,Y25-29,DE13A,2021,4498.0,False
F,Y25-29,DE141,2021,7764.0,False
F,Y25-29,DE142,2021,9257.0,False
F,Y25-29,DE143,2021,5184.0,False
F,Y25-29,DE144,2021,5065.0,False
F,Y25-29,DE145,2021,5444.0,False
F,Y25-29,DE146,2021,5690.0,False
F,Y25-29,DE147,2021,5904.0,False
F,Y25-29,DE148,2021,8344.0,False
F,Y25-29,DE149,2021,3456.0,False
F,Y25-29,DE211,2021,4714.0,False
F,Y25-29,DE212,2021,68043.0,False
F,Y25-29,DE213,2021,2263.0,False
F,Y25-29,DE214,2021,2957.0,False
F,Y25-29,DE215,2021,3111.0,False
F,Y25-29,DE216,2021,3264.0,False
F,Y25-29,DE217,2021,4392.0,False
F,Y25-29,DE218,2021,3610.0,False
F,Y25-29,DE219,2021,3633.0,False
F,Y25-29,DE21A,2021,3921.0,False
F,Y25-29,DE21B,2021,5951.0,False
F,Y25-29,DE21C,2021,5658.0,False
F,Y25-29,DE21D,2021,2410.0,False
F,Y25-29,DE21E,2021,2874.0,False
F,Y25-29,DE21F,2021,2621.0,False
F,Y25-29,DE21G,2021,3215.0,False
F,Y25-29,DE21H,2021,8840.0,False
F,Y25-29,DE21I,2021,2725.0,False
F,Y25-29,DE21J,2021,3508.0,False
F,Y25-29,DE21K,2021,6852.0,False
F,Y25-29,DE21L,2021,2932.0,False
F,Y25-29,DE21M,2021,4838.0,False
F,Y25-29,DE21N,2021,3465.0,False
F,Y25-29,DE221,2021,2657.0,False
F,Y25-29,DE222,2021,2193.0,False
F,Y25-29,DE223,2021,1548.0,False
F,Y25-29,DE224,2021,3476.0,False
F,Y25-29,DE225,2021,2104.0,False
F,Y25-29,DE226,2021,3445.0,False
F,Y25-29,DE227,2021,4080.0,False
F,Y25-29,DE228,2021,5118.0,False
F,Y25-29,DE229,2021,2009.0,False
F,Y25-29,DE22A,2021,3336.0,False
F,Y25-29,DE22B,2021,2534.0,False
F,Y25-29,DE22C,2021,2787.0,False
F,Y25-29,DE231,2021,1194.0,False
F,Y25-29,DE232,2021,7628.0,False
F,Y25-29,DE233,2021,1329.0,False
F,Y25-29,DE234,2021,2652.0,False
F,Y25-29,DE235,2021,3422.0,False
F,Y25-29,DE236,2021,3772.0,False
F,Y25-29,DE237,2021,2460.0,False
F,Y25-29,DE238,2021,4860.0,False
F,Y25-29,DE239,2021,4075.0,False
F,Y25-29,DE23A,2021,1863.0,False
F,Y25-29,DE241,2021,3588.0,False
F,Y25-29,DE242,2021,3066.0,False
F,Y25-29,DE243,2021,1283.0,False
F,Y25-29,DE244,2021,1315.0,False
F,Y25-29,DE245,2021,3712.0,False
F,Y25-29,DE246,2021,2418.0,False
F,Y25-29,DE247,2021,1991.0,False
F,Y25-29,DE248,2021,2924.0,False
F,Y25-29,DE249,2021,2159.0,False
F,Y25-29,DE24A,2021,1527.0,False
F,Y25-29,DE24B,2021,1717.0,False
F,Y25-29,DE24C,2021,1742.0,False
F,Y25-29,DE24D,2021,1726.0,False
F,Y25-29,DE251,2021,1361.0,False
F,Y25-29,DE252,2021,5163.0,False
F,Y25-29,DE253,2021,4090.0,False
F,Y25-29,DE254,2021,19303.0,False
F,Y25-29,DE255,2021,1117.0,False
F,Y25-29,DE256,2021,4880.0,False
F,Y25-29,DE257,2021,3228.0,False
F,Y25-29,DE258,2021,2850.0,False
F,Y25-29,DE259,2021,4081.0,False
F,Y25-29,DE25A,2021,2580.0,False
F,Y25-29,DE25B,2021,3083.0,False
F,Y25-29,DE25C,2021,2463.0,False
F,Y25-29,DE261,2021,2249.0,False
F,Y25-29,DE262,2021,1604.0,False
F,Y25-29,DE263,2021,6862.0,False
F,Y25-29,DE264,2021,4411.0,False
F,Y25-29,DE265,2021,2443.0,False
F,Y25-29,DE266,2021,2083.0,False
F,Y25-29,DE267,2021,2055.0,False
F,Y25-29,DE268,2021,2440.0,False
F,Y25-29,DE269,2021,3292.0,False
F,Y25-29,DE26A,2021,3024.0,False
F,Y25-29,DE26B,2021,3022.0,False
F,Y25-29,DE26C,2021,4182.0,False
F,Y25-29,DE271,2021,12119.0,False
F,Y25-29,DE272,2021,1312.0,False
F,Y25-29,DE273,2021,2493.0,False
F,Y25-29,DE274,2021,1368.0,False
F,Y25-29,DE275,2021,3340.0,False
F,Y25-29,DE276,2021,6500.0,False
F,Y25-29,DE277,2021,2674.0,False
F,Y25-29,DE278,2021,3630.0,False
F,Y25-29,DE279,2021,5103.0,False
F,Y25-29,DE27A,2021,2120.0,False
F,Y25-29,DE27B,2021,3834.0,False
F,Y25-29,DE27C,2021,3971.0,False
F,Y25-29,DE27D,2021,3634.0,False
F,Y25-29,DE27E,2021,4099.0,False
F,Y25-29,DE300,2021,133964.0,False
F,Y25-29,DE401,2021,1351.0,False
F,Y25-29,DE402,2021,2165.0,False
F,Y25-29,DE403,2021,1195.0,False
F,Y25-29,DE404,2021,5296.0,False
F,Y25-29,DE405,2021,2851.0,False
F,Y25-29,DE406,2021,2758.0,False
F,Y25-29,DE407,2021,1242.0,False
F,Y25-29,DE408,2021,2475.0,False
F,Y25-29,DE409,2021,2474.0,False
F,Y25-29,DE40A,2021,3192.0,False
F,Y25-29,DE40B,2021,1372.0,False
F,Y25-29,DE40C,2021,2310.0,False
F,Y25-29,DE40D,2021,1422.0,False
F,Y25-29,DE40E,2021,2718.0,False
F,Y25-29,DE40F,2021,1062.0,False
F,Y25-29,DE40G,2021,1205.0,False
F,Y25-29,DE40H,2021,2817.0,False
F,Y25-29,DE40I,2021,1624.0,False
F,Y25-29,DE501,2021,19773.0,False
F,Y25-29,DE502,2021,3260.0,False
F,Y25-29,DE600,2021,72423.0,False
